EN_ཡིན།_I	ཡིན།	Expresses that [I have] the personal [experience that I am] something.
EN_ཡིན།_you	ཡིན།	!Expresses that [I insist] that [you are] something.
EN_ཡིན།_he	ཡིན།	!Expresses that [I insist] that [he is] something.
EN_ཡིན།_she	ཡིན།	!Expresses that [I insist] that [she is] something.
EN_ཡིན།_it	ཡིན།	!Expresses that [I insist] that [it is] something.
EN_ཡིན།_we	ཡིན།	!Expresses that [I insist] that [we are] something.
EN_ཡིན།_you (pl.)	ཡིན།	!Expresses that [I insist] that [you (pl.) are] something.
EN_ཡིན།_they (masc.)	ཡིན།	!Expresses that [I insist] that [they (masc.) are] something.
EN_ཡིན།_they (fem.)	ཡིན།	!Expresses that [I insist] that [they (fem.) are] something.
EN_ཡིན།_inanimate_a	ཡིན།	!Expresses that [I show to someone] that [something is] something else, following [my personal experience].
EN_ཡོད།_I	ཡོད།	Expresses that [I have] the personal [experience of having] something
EN_ཡོད།_you	ཡོད།	!Expresses that [I insist] on [my personal experience] that [you have] something.
EN_ཡོད།_he	ཡོད།	!Expresses that [I insist] on [my personal experience] that [he has] something.
EN_ཡོད།_she	ཡོད།	!Expresses that [I insist] on [my personal experience] that [she has] something.
EN_ཡོད།_it	ཡོད།	!Expresses that [I insist] on [my personal experience] that [it has] something.
EN_ཡོད།_we	ཡོད།	!Expresses that [I insist] on [my personal experience] that [we have] something.
EN_ཡོད།_you (pl.)	ཡོད།	!Expresses that [I insist] on [my personal experience] that [you (pl.) have] something.
EN_ཡོད།_they (masc.)	ཡོད།	!Expresses that [I insist] on [my personal experience] that [they (masc.) have] something.
EN_ཡོད།_they (fem.)	ཡོད།	!Expresses that [I insist] on [my personal experience] that [they (fem.) have] something.
EN_ཡོད།_inanimate_a	ཡོད།	!Expresses that [I insist] on [my personal experience] that [something has] something/someone else.
EN_ཡིན་ས་ཡོད།_I	ཡིན་ས་ཡོད།	Expresses that [I personally think I might be] someone/something.
EN_ཡིན་ས་ཡོད།_you	ཡིན་ས་ཡོད།	Expresses that [I personally think you might be] someone/something.
EN_ཡིན་ས་ཡོད།_he	ཡིན་ས་ཡོད།	Expresses that [I personally think he might be] someone/something.
EN_ཡིན་ས་ཡོད།_she	ཡིན་ས་ཡོད།	Expresses that [I personally think she might be] someone/something.
EN_ཡིན་ས་ཡོད།_it	ཡིན་ས་ཡོད།	Expresses that [I personally think it might be] someone/something.
EN_ཡིན་ས་ཡོད།_we	ཡིན་ས་ཡོད།	Expresses that [I personally think we might be] someone/something.
EN_ཡིན་ས་ཡོད།_you (pl.)	ཡིན་ས་ཡོད།	Expresses that [I personally think you (pl.) might be] someone/something.
EN_ཡིན་ས་ཡོད།_they (masc.)	ཡིན་ས་ཡོད།	Expresses that [I personally think they (masc.) might be] someone/something.
EN_ཡིན་ས་ཡོད།_they (fem.)	ཡིན་ས་ཡོད།	Expresses that [I personally think they (fem.) might be] someone/something.
EN_ཡིན་ས་ཡོད།_inanimate_a	ཡིན་ས་ཡོད།	Expresses that [I personally think something might be] something/someone else.
EN_ཡོད་ས་ཡོད།_I	ཡོད་ས་ཡོད།	Expresses that [I personally think I might have] someone/something.
EN_ཡོད་ས་ཡོད།_you	ཡོད་ས་ཡོད།	Expresses that [I personally think you might have] someone/something.
EN_ཡོད་ས་ཡོད།_he	ཡོད་ས་ཡོད།	Expresses that [I personally think he might have] someone/something.
EN_ཡོད་ས་ཡོད།_she	ཡོད་ས་ཡོད།	Expresses that [I personally think she might have] someone/something.
EN_ཡོད་ས་ཡོད།_it	ཡོད་ས་ཡོད།	Expresses that [I personally think it might have] someone/something.
EN_ཡོད་ས་ཡོད།_we	ཡོད་ས་ཡོད།	Expresses that [I personally think we might have] someone/something.
EN_ཡོད་ས་ཡོད།_you (pl.)	ཡོད་ས་ཡོད།	Expresses that [I personally think you (pl.) might have] someone/something.
EN_ཡོད་ས་ཡོད།_they (masc.)	ཡོད་ས་ཡོད།	Expresses that [I personally think they (masc.) might have] someone/something.
EN_ཡོད་ས་ཡོད།_they (fem.)	ཡོད་ས་ཡོད།	Expresses that [I personally think they (fem.) might have] someone/something.
EN_ཡོད་ས་ཡོད།_inanimate_a	ཡོད་ས་ཡོད།	Expresses that [I personally think something might have] something/someone else.
EN_ཡོད་ས་ཡོད།_inanimate_b	ཡོད་ས་ཡོད།	Expresses that [I personally think there might be] something/someone else.
EN_རེད།_I	རེད།	Expresses it is a [general truth that I am] someone/something.
EN_རེད།_you	རེད།	Expresses it is a [general truth that you are] someone/something.
EN_རེད།_he	རེད།	Expresses it is a [general truth that he is] someone/something.
EN_རེད།_she	རེད།	Expresses it is a [general truth that she is] someone/something.
EN_རེད།_it	རེད།	Expresses it is a [general truth that it is] someone/something.
EN_རེད།_we	རེད།	Expresses it is a [general truth that we are] someone/something.
EN_རེད།_you (pl.)	རེད།	Expresses it is a [general truth that you (pl.) are] someone/something.
EN_རེད།_they (masc.)	རེད།	Expresses it is a [general truth that they (masc.) are] someone/something.
EN_རེད།_they (fem.)	རེད།	Expresses it is a [general truth that they (fem.) are] someone/something.
EN_རེད།_inanimate_a	རེད།	Expresses it is a [general truth that something is] something/someone else.
EN_ཡོད་རེད།_I	ཡོད་རེད།	Expresses it is a general truth that I have someone/something.
EN_ཡོད་རེད།_you	ཡོད་རེད།	Expresses it is a general truth that you have someone/something.
EN_ཡོད་རེད།_he	ཡོད་རེད།	Expresses it is a general truth that he has someone/something.
EN_ཡོད་རེད།_she	ཡོད་རེད།	Expresses it is a general truth that she has someone/something.
EN_ཡོད་རེད།_it	ཡོད་རེད།	Expresses it is a general truth that it has someone/something.
EN_ཡོད་རེད།_we	ཡོད་རེད།	Expresses it is a general truth that we have someone/something.
EN_ཡོད་རེད།_you (pl.)	ཡོད་རེད།	Expresses it is a general truth that you (pl.) have someone/something.
EN_ཡོད་རེད།_they (masc.)	ཡོད་རེད།	Expresses it is a general truth that they (masc.) have someone/something.
EN_ཡོད་རེད།_they (fem.)	ཡོད་རེད།	Expresses it is a general truth that they (fem.) have someone/something.
EN_ཡོད་རེད།_inanimate_a	ཡོད་རེད།	Expresses it is a general truth that something has something/someone else.
EN_ཡོད་རེད།_inanimate_b	ཡོད་རེད།	Expresses it is a general truth that there is something/someone else.
EN_ཡིན་ས་རེད།_I	ཡིན་ས་རེད།	Expresses that I might be someone/something.
EN_ཡིན་ས་རེད།_you	ཡིན་ས་རེད།	Expresses that you might be someone/something.
EN_ཡིན་ས་རེད།_he	ཡིན་ས་རེད།	Expresses that he might be someone/something.
EN_ཡིན་ས་རེད།_she	ཡིན་ས་རེད།	Expresses that she might be someone/something.
EN_ཡིན་ས་རེད།_it	ཡིན་ས་རེད།	Expresses that it might be someone/something.
EN_ཡིན་ས་རེད།_we	ཡིན་ས་རེད།	Expresses that we might be someone/something.
EN_ཡིན་ས་རེད།_you (pl.)	ཡིན་ས་རེད།	Expresses that you (pl.) might be someone/something.
EN_ཡིན་ས་རེད།_they (masc.)	ཡིན་ས་རེད།	Expresses that they (masc.) might be someone/something.
EN_ཡིན་ས་རེད།_they (fem.)	ཡིན་ས་རེད།	Expresses that they (fem.) might be someone/something.
EN_ཡིན་ས་རེད།_inanimate_a	ཡིན་ས་རེད།	Expresses that something might be someone/something else.
EN_ཡིན་བགྱི་རེད།_I	ཡིན་བགྱི་རེད།	Expresses that I might be someone/something.
EN_ཡིན་བགྱི་རེད།_you	ཡིན་བགྱི་རེད།	Expresses that you might be someone/something.
EN_ཡིན་བགྱི་རེད།_he	ཡིན་བགྱི་རེད།	Expresses that he might be someone/something.
EN_ཡིན་བགྱི་རེད།_she	ཡིན་བགྱི་རེད།	Expresses that she might be someone/something.
EN_ཡིན་བགྱི་རེད།_it	ཡིན་བགྱི་རེད།	Expresses that it might be someone/something.
EN_ཡིན་བགྱི་རེད།_we	ཡིན་བགྱི་རེད།	Expresses that we might be someone/something.
EN_ཡིན་བགྱི་རེད།_you (pl.)	ཡིན་བགྱི་རེད།	Expresses that you (pl.) might be someone/something.
EN_ཡིན་བགྱི་རེད།_they (masc.)	ཡིན་བགྱི་རེད།	Expresses that they (masc.) might be someone/something.
EN_ཡིན་བགྱི་རེད།_they (fem.)	ཡིན་བགྱི་རེད།	Expresses that they (fem.) might be someone/something.
EN_ཡིན་བགྱི་རེད།_inanimate_a	ཡིན་བགྱི་རེད།	Expresses that something might be something/someone else.
EN_ཡོད་བགྱི་རེད།_I	ཡོད་བགྱི་རེད།	Expresses that there are good chances that I might have someone/something.
EN_ཡོད་བགྱི་རེད།_you	ཡོད་བགྱི་རེད།	Expresses that there are good chances that you might have someone/something.
EN_ཡོད་བགྱི་རེད།_he	ཡོད་བགྱི་རེད།	Expresses that there are good chances that he might have someone/something.
EN_ཡོད་བགྱི་རེད།_she	ཡོད་བགྱི་རེད།	Expresses that there are good chances that she might have someone/something.
EN_ཡོད་བགྱི་རེད།_it	ཡོད་བགྱི་རེད།	Expresses that there are good chances that it might have someone/something.
EN_ཡོད་བགྱི་རེད།_we	ཡོད་བགྱི་རེད།	Expresses that there are good chances that we might have someone/something.
EN_ཡོད་བགྱི་རེད།_you (pl.)	ཡོད་བགྱི་རེད།	Expresses that there are good chances that you (pl.) might have someone/something.
EN_ཡོད་བགྱི་རེད།_they (masc.)	ཡོད་བགྱི་རེད།	Expresses that there are good chances that they (masc.) might have someone/something.
EN_ཡོད་བགྱི་རེད།_they (fem.)	ཡོད་བགྱི་རེད།	Expresses that there are good chances that they (fem.) might have someone/something.
EN_ཡོད་བགྱི་རེད།_inanimate_a	ཡོད་བགྱི་རེད།	Expresses that there are good chances that something might have something/someone else.
EN_ཡོད་བགྱི་རེད།_inanimate_b	ཡོད་བགྱི་རེད།	Expresses that there are good chances that there might be something/someone else.
EN_ཡོད་ས་རེད།_I	ཡོད་ས་རེད།	Expresses that I might have someone/something.
EN_ཡོད་ས་རེད།_you	ཡོད་ས་རེད།	Expresses that you might have someone/something.
EN_ཡོད་ས་རེད།_he	ཡོད་ས་རེད།	Expresses that he might have someone/something.
EN_ཡོད་ས་རེད།_she	ཡོད་ས་རེད།	Expresses that she might have someone/something.
EN_ཡོད་ས་རེད།_it	ཡོད་ས་རེད།	Expresses that it might have someone/something.
EN_ཡོད་ས་རེད།_we	ཡོད་ས་རེད།	Expresses that we might have someone/something.
EN_ཡོད་ས་རེད།_you (pl.)	ཡོད་ས་རེད།	Expresses that you (pl.) might have someone/something.
EN_ཡོད་ས་རེད།_they (masc.)	ཡོད་ས་རེད།	Expresses that they (masc.) might have someone/something.
EN_ཡོད་ས་རེད།_they (fem.)	ཡོད་ས་རེད།	Expresses that they (fem.) might have someone/something.
EN_ཡོད་ས་རེད།_inanimate_a	ཡོད་ས་རེད།	Expresses that something might have someone/something.
EN_ཡོད་ས་རེད།_inanimate_b	ཡོད་ས་རེད།	Expresses that there might be someone/something.
EN_འདུག_I	འདུག	Expresses that I experienced just now that I have something.
EN_འདུག_you	འདུག	Expresses that I experienced just now that you have something.
EN_འདུག_he	འདུག	Expresses that I experienced just now that he has something.
EN_འདུག_she	འདུག	Expresses that I experienced just now that she has something.
EN_འདུག_it	འདུག	Expresses that I experienced just now that it has something.
EN_འདུག_we	འདུག	Expresses that I experienced just now that we have something.
EN_འདུག_you (pl.)	འདུག	Expresses that I experienced just now that you (pl.) have something.
EN_འདུག_they (masc.)	འདུག	Expresses that I experienced just now that they (masc.) have something.
EN_འདུག_they (fem.)	འདུག	Expresses that I experienced just now that they (fem.) have something.
EN_འདུག_inanimate_a	འདུག	Expresses that I experienced just now that something has something/someone else.
EN_འདུག_inanimate_b	འདུག	Expresses that I experienced just now that there is something/someone else.
EN_རེད་འདུག_I	རེད་འདུག	Expresses that I experienced just now that I am something/someone else.
EN_རེད་འདུག_you	རེད་འདུག	Expresses that I experienced just now that you are something/someone else.
EN_རེད་འདུག_he	རེད་འདུག	Expresses that I experienced just now that he is something/someone else.
EN_རེད་འདུག_she	རེད་འདུག	Expresses that I experienced just now that she is something/someone else.
EN_རེད་འདུག_it	རེད་འདུག	Expresses that I experienced just now that it is something/someone else.
EN_རེད་འདུག_we	རེད་འདུག	Expresses that I experienced just now that we are something/someone else.
EN_རེད་འདུག_you (pl.)	རེད་འདུག	Expresses that I experienced just now that you (pl.) are something/someone else.
EN_རེད་འདུག_they (masc.)	རེད་འདུག	Expresses that I experienced just now that they (masc.) are something/someone else.
EN_རེད་འདུག_they (fem.)	རེད་འདུག	Expresses that I experienced just now that they (fem.) are something/someone else.
EN_རེད་འདུག_inanimate_a	རེད་འདུག	Expresses that I experienced just now that something is something/someone else.